sample_ID	year	genotype_treatment	genotype	pond	block	treatmentpond	Treatment	direct_herbivory	indirect_herbivory	mesh	timepoint	fitness	L_Alanine	L_Arginine	L_Asparagine	L_Aspartic_Acid	L_Glutamic_acid	L_Glutamine	L_Isoleucine_1	L_Leucine_2	L_Phenylalanine	L_Proline	L_Serine	L_Threonine	L_Tryptophane	L_Valine	Ornithine	Chlorogenic_acid	putative_Chlorogenic_acid_Isomer	Cyanidine_3_Glc	Luteoline_8_C_Glc	Apigenine_8_C_Glc	Luteoline_7_O_Glc	Apigenine_7_O_Glc	Glycine	L_Histidine	L_Methionine	L_Tyrosine	Tyramine	Tryptamine	Shikimic_acid	Apigenine	Luteoline	ABA	SA	JA	JA-Ile	OPDA	IP	IPR	tZ	tZR	cZ	cZR	IAA 	Coumaric_acid_p	Caffeic_acid	Ferulic_acid	Sinapic_acid	Cyanidin_Mal_Glc
"5C, H1-"	2023	H-	H	5C	2	control	noindirect	0	0	1	w11	0.030312626	5.492018414	8.581708483	1.700698032	24.924701769	12.078995690	4.336791926	0.914147976	2.005012687	1.315188166	1.556013195	2.897450005	2.544737406	0.728726169	2.293755943	1.907668129	0.967564370	0.465560482	1.976161339	18.146843361	5.761577479	33.349824535	2.843408283	2.399630885	0.780290338	0.486985706	0.611077151	NA	0.004744524	0.683861664	0.216639527	3.386109829	164.8772375	2957.438225	NA	NA	1019602.287	NA	59.61357558	NA	21.68527747	16.80697243	805.2541136	25.04304365	25279.81318	5126.162241	3836.437884	16205.45212	1.680186946
"5C, I1+"	2023	I+	I	5C	2	control	nodirect	0	0	0	w11	-0.016503504	0.738752013	1.421733220	1.080254666	3.049075449	8.315896680	2.506318927	0.330181605	0.190886110	0.276764541	0.255904109	0.781275500	0.819884544	0.736341653	0.763498514	0.191921634	1.013648729	0.700140696	19.169023723	14.125222153	4.382179406	28.144968085	2.712936238	0.540498227	0.262847661	0.049238522	0.119477052	NA	0.008744627	0.781256870	NA	0.045960678	124.4075257	1136.230865	NA	NA	NA	NA	3.166412656	5.434293438	6.173416349	2.583928136	38.06413589	2569.227007	771.7571084	120.3099055	NA	8509.752862	11.02301427
"5C, I1-"	2023	I-	I	5C	2	control	noindirect	0	0	1	w11	-0.057092745	4.377089906	3.563048645	NA	6.008253932	12.697634194	2.420924251	0.990108593	1.866356363	1.152761688	0.956861325	1.972991679	1.861824015	0.745577319	2.142591205	0.325448026	0.535663686	0.312075257	2.030565936	11.573854329	4.207024819	20.188773016	2.116448469	2.643563599	0.649785908	0.495729925	0.592504646	NA	0.003556266	NA	0.292106954	3.749235699	68.0901342	2294.239432	NA	NA	767139.7746	NA	45.70768426	NA	13.17810382	12.9035771	508.0270079	32.34829496	18505.49706	3872.321731	3357.908809	7947.605268	1.396532046
"5C, J1+"	2023	J+	J	5C	2	control	nodirect	0	0	0	w11	-0.031984984	0.845114972	1.162244172	0.618576148	1.928876370	7.493749421	1.579193178	0.351533292	0.215097219	0.303499656	0.219646211	1.075269372	0.850295727	0.519017077	0.728241763	0.147198865	1.104725268	0.670526848	6.308851947	11.178064916	3.363785814	20.219488331	1.671380959	0.736551229	0.298183655	0.053139128	0.163858024	NA	0.003572960	0.689618957	0.005289312	0.101456860	70.77411113	707.605629	NA	NA	NA	NA	4.235998052	3.219683881	3.885355962	1.890576837	49.74799489	937.3628262	1194.134707	118.7989319	NA	11064.93371	4.084395696
"5C, J1-"	2023	J-	J	5C	2	control	noindirect	0	0	1	w11	-0.052270738	2.671962553	1.519582772	NA	2.762917002	8.613838106	1.157608871	0.573211278	1.083093552	0.723347741	0.523188734	1.410849045	1.306194666	0.625415354	1.362549516	0.080106902	0.412129000	0.293755961	NA	7.994482066	3.312943899	2.857159886	0.243026861	2.360628449	0.520469582	0.265640170	0.429698393	NA	0.001383157	0.776512528	0.666729652	8.973114473	112.542481	864.3659119	NA	NA	1124355.312	NA	71.23137262	2.566022142	8.154351822	4.637921495	326.8593089	29.32179143	14748.57067	3349.468358	2908.293601	4014.992788	0.303072851
"5C, K1+"	2023	K+	K	5C	2	control	nodirect	0	0	0	w11	0.009497803	0.890273475	0.284186239	0.373996132	2.265242637	6.507497608	0.845551696	0.232756890	0.145587118	0.229611259	0.161539699	0.754150860	0.828430156	0.435851983	0.567696833	0.092007578	3.704805216	1.199981628	40.019179950	19.195541957	16.056222268	27.447014029	2.996995026	0.905190843	0.401854898	0.047069342	0.175485883	NA	0.002270778	1.292976334	0.027502837	0.405550493	29.19940982	871.9945223	NA	7.492727566	132228.9663	NA	4.116958276	4.672070686	2.98951954	1.764093019	52.03204376	366.0284617	1284.858039	35.79168255	NA	4970.532396	26.23572987
"5C, K1-"	2023	K-	K	5C	2	control	noindirect	0	0	1	w11	0.007975787	2.264367539	1.221063497	NA	2.854330597	6.864913609	1.299108711	0.507684775	1.162267974	0.818778427	0.544131614	1.486124372	1.222506567	0.499904810	1.123233488	0.102379807	1.853561324	0.961030613	18.872044220	18.705257605	16.768314512	15.153996432	1.476627748	1.344918892	0.433745372	0.350860863	0.400837464	NA	0.001085100	1.530927068	0.901885846	11.165476072	NA	803.0653107	NA	NA	631623.225	1.737853259	64.81095577	3.347471825	5.472737229	4.947219411	321.3514779	23.57019858	12700.76777	2336.259065	912.1257322	12330.37551	13.8470396
"5C, L1+"	2023	L+	L	5C	2	control	nodirect	0	0	0	w11	-0.003252692	3.172769468	0.544036304	0.777027060	5.262206570	7.426896926	1.701783147	0.985011041	1.360738335	1.078154842	0.970302020	7.061785992	2.618517514	0.813497675	1.896498251	2.288252734	1.427347892	0.920564384	27.670601309	20.357518189	6.576343518	30.971381720	2.929315820	5.824358442	0.957099643	0.448652370	0.703079818	0.009568616	0.005559163	1.704873908	NA	0.054555515	165.3151868	786.6660845	NA	NA	45764.97969	NA	5.742801081	5.952386188	6.729676398	2.405743209	59.34361139	836.834598	967.1046521	30.97326213	NA	11678.79335	16.75775725
"5C, L1-"	2023	L-	L	5C	2	control	noindirect	0	0	1	w11	-0.034156866	2.618245265	2.806520649	NA	4.505529779	8.326934564	1.808383867	0.666440455	1.301103771	0.820226924	0.670289509	1.586976852	1.447973098	0.511076342	1.448350712	0.268460414	0.830779959	0.516513471	1.967183442	16.933205050	5.924282377	16.719624816	1.529865627	1.544982635	0.350069561	0.345891616	0.432623479	NA	0.000959769	1.590255574	0.604176617	7.922268877	149.6379654	1663.308637	NA	NA	674366.3203	NA	68.14057923	3.481759643	9.328152767	5.074947879	330.5978871	32.68343162	20204.24432	4258.490943	3053.701777	22840.07142	1.493172724
"5C, M1+"	2023	M+	M	5C	2	control	nodirect	0	0	0	w11	-0.033007009	0.677180640	0.183002714	NA	3.332013793	6.539436121	0.873150838	0.277286414	0.179782880	0.265981485	0.141426339	0.748453683	0.794465609	0.646641895	0.726893860	NA	1.143068118	0.806040258	32.893747218	21.236812806	6.776357652	35.618639476	3.155396913	0.272337015	0.187362701	0.057712230	0.128980543	NA	0.005037462	2.053307767	0.005874902	0.120311344	129.3257049	1676.845178	NA	0.954658651	16789.32869	NA	4.914116843	3.681797114	4.815771906	1.973626701	36.10322133	709.0544176	1054.224812	37.78395983	NA	11902.74047	19.4161957
"5C, M1-"	2023	M-	M	5C	2	control	noindirect	0	0	1	w11	-0.052400465	2.427917667	1.464036724	NA	3.605165587	8.987674747	1.863759292	0.585111788	1.105011570	0.751495224	0.604849204	1.583819306	1.370671295	0.956401044	1.342854256	0.183874976	1.042984009	0.555670303	6.656590091	24.284875593	8.269699841	28.556520313	3.006284388	1.398834199	0.411234430	0.350181756	0.433367780	NA	0.001377584	2.287374087	0.639538106	10.613525062	116.4143833	929.2963117	46.67092066	2.017890947	569322.4766	NA	53.72151624	2.730331322	7.74620514	3.428557913	220.303361	31.60428902	8806.557067	1583.718962	1682.370701	24395.80612	5.02159859
"5C, N1+"	2023	N+	N	5C	2	control	nodirect	0	0	0	w11	-0.010115521	0.947659439	0.347310232	0.535260053	2.281807786	7.402620380	1.206058177	0.491216530	0.305285305	0.289461129	0.177746551	0.843794557	0.740588989	0.765633284	0.915387143	0.096780512	1.081917255	0.711243254	29.753761010	20.627460447	7.792307945	37.336600250	4.503619226	0.650694332	0.242719190	0.053798688	0.196532828	0.009280813	0.006275701	1.646510211	0.006802656	0.168892678	NA	772.1447992	4.001878875	NA	80464.66647	NA	5.503534202	3.504347436	4.169826893	1.911068147	33.57757738	813.1618012	1485.68516	72.46140758	NA	19025.76423	18.63711893
"5C, N1-"	2023	N-	N	5C	2	control	noindirect	0	0	1	w11	-0.023501424	2.495670455	1.625512876	NA	3.539635344	8.093769759	1.601940204	0.744839260	1.339462806	0.835106851	0.689390877	1.390840615	1.465557620	0.887057214	1.504106529	0.116473347	0.678650261	0.456470877	2.505563253	17.099687601	7.409130019	18.113484044	2.016578327	1.240053988	0.367235394	0.362087902	0.451483254	NA	0.001800832	1.961762678	0.798586512	11.503038364	126.1383491	976.3493959	27.37950392	NA	724740.4008	NA	74.38503141	6.29822144	11.58097781	4.635799818	442.1518738	42.36562622	15690.08493	2405.653602	2539.749505	31921.45905	2.779753311
"5C, O1+"	2023	O+	O	5C	2	control	nodirect	0	0	0	w11	0.012151616	0.955841265	0.216222654	0.304900450	2.036051140	5.632930573	0.743062781	0.362510543	0.211294135	0.246467920	0.142159546	0.659189105	0.783229084	0.739261836	0.956385300	0.078087124	0.978971862	0.666942553	44.673278322	22.168090485	11.456379272	37.362816246	4.663615206	0.427568217	0.202558399	0.045886699	0.146162000	NA	0.002497543	1.475841517	0.006942835	0.164831322	31.85653981	987.8627116	35.07146377	22.29064066	80141.93584	6.393743129	5.83578751	2.379008966	2.205098574	2.050919202	41.13980591	693.9175145	1424.309132	64.07247703	NA	8121.48903	21.94251769
"5C, O1-"	2023	O-	O	5C	2	control	noindirect	0	0	1	w11	-0.008291643	2.003285424	1.080892503	NA	2.142667106	6.407871067	0.972393930	0.506134485	1.151008169	0.726669667	0.514814641	1.095392212	1.128514156	0.668656598	1.338933178	0.102905873	0.606093524	0.332688455	7.042019257	19.227114447	10.493267041	14.352820397	1.424792462	1.154640314	0.285056629	0.337127200	0.340715055	NA	0.001546210	1.349842412	0.930366438	14.630638440	74.13306474	1127.652957	29.79168369	NA	571220.023	3.447361881	63.70850706	2.985870117	8.688181292	3.202912358	266.4616815	33.7297477	11144.60969	2652.940242	1331.842878	18044.06228	4.474848263
"5C, P1+"	2023	P+	P	5C	2	control	nodirect	0	0	0	w11	0.021942317	0.947533571	0.166164852	0.392176556	2.305858603	6.240521085	1.650372951	0.332222159	0.124648334	0.198194567	0.117233618	0.631425123	0.775614128	0.592488147	0.845399844	NA	1.084485321	1.086051326	20.368592448	29.420143790	8.578486152	46.344275281	4.323073027	2.899665585	0.914455244	0.132203195	0.583794262	0.012796766	0.001865868	1.244562040	0.008899199	0.231046101	7.21578923	898.1683663	NA	NA	194720.3954	NA	10.83726582	5.156610282	7.455345313	2.178453382	64.66589457	526.1813745	857.5101139	14.87419595	NA	12543.82685	20.66449404
"5C, P1-"	2023	P-	P	5C	2	control	noindirect	0	0	1	w11	0.020330448	2.227862978	1.247062848	0.860707075	6.618143113	6.745781562	2.904696442	0.564039495	1.234622050	0.781216395	0.545325884	1.142510951	0.983256233	0.678392079	1.304557762	NA	0.392710086	0.378854916	0.624956691	15.425876497	5.860991928	14.779809396	1.444748125	0.995547497	0.267255246	0.391724021	0.369397848	NA	0.000904716	0.926737820	0.490920938	8.656016187	NA	1816.120407	NA	8.497126157	1949011.82	2.660475437	60.49553629	3.563883351	7.831845402	4.703617657	402.0702627	39.16513483	8895.232682	1540.566682	1321.974539	1602.065684	0.568584252
"5C, Q1+"	2023	Q+	Q	5C	2	control	nodirect	0	0	0	w11	0.017529508	0.754142289	0.252936143	0.377160978	2.194228650	6.085154739	1.087615074	0.210943893	0.138716403	0.216372778	0.264744112	0.499075068	0.541387775	0.520598938	0.587284942	0.060514600	1.489095685	0.747918939	37.665347788	21.149420289	15.901106399	31.426362326	3.279963253	0.278323560	0.161400567	0.039754196	0.090861384	NA	0.002000191	0.941322674	0.005185465	0.133197954	NA	1828.518289	12.85839348	NA	48390.07252	NA	5.088682419	3.859636384	3.157547053	2.117430198	49.91075996	372.7011926	821.5104375	18.51259971	NA	6135.077935	22.91434622
"5C, Q1-"	2023	Q-	Q	5C	2	control	noindirect	0	0	1	w11	0.009731804	1.762888262	2.173808389	NA	4.719756738	6.668638673	1.978631815	0.317822987	0.772783066	0.532122623	0.765801611	0.943554719	0.835424782	0.504610615	0.882371826	0.053301214	0.786054910	0.495533761	7.395713935	17.411815315	13.576157109	18.492841673	1.724479622	0.765207016	0.185817319	0.225385809	0.228856604	NA	0.000886758	1.025465481	0.325133188	5.932051798	26.01053653	1121.567566	16.22408436	NA	799643.9224	NA	62.1827767	2.229058639	8.574657426	4.527540245	216.7884351	NA	8895.266603	2450.193746	1059.990885	6827.716819	5.766794156
"5C, R1+"	2023	R+	R	5C	2	control	nodirect	0	0	0	w11	-0.009497803	2.932835057	1.598068076	0.597505832	4.461582541	7.338036029	1.938279966	0.531334385	0.508587790	0.481194857	0.645146798	4.521535589	1.891121579	0.960372830	1.244922360	0.308429433	1.176288575	0.641319636	28.608592199	17.518165597	6.832177317	32.468795429	4.235884166	4.151054587	1.497322407	0.159768755	0.537457951	NA	0.004095023	1.752877216	NA	0.034937911	146.5901439	796.1614426	28.62623667	2.423866624	2080.764158	NA	7.509929602	3.402369037	9.873814615	1.872109219	79.37920463	31.7369575	1347.078526	161.4251895	158.4295804	7507.262563	14.8867246
"5C, R1-"	2023	R-	R	5C	2	control	noindirect	0	0	1	w11	-0.015542858	2.411084142	1.271683271	NA	3.567994760	7.573768970	1.372505732	0.604485878	0.973008297	0.781333000	0.711521660	1.230087410	1.233672923	0.753256816	1.330308823	0.067530566	1.030710458	0.556438184	5.564664349	20.516017979	8.278654733	21.713374143	2.217028215	1.246883950	0.361070626	0.365673829	0.431709890	NA	0.001526456	2.272714999	0.814907973	12.662009792	97.69473835	944.5816971	NA	NA	25275.07979	NA	64.60057517	4.056755884	16.80549427	4.025361071	591.3718145	443.2000514	8564.75152	3415.374046	4158.628909	42177.53774	4.432587753
"5C, S1+"	2023	S+	S	5C	2	control	nodirect	0	0	0	w11	-0.005525656	1.363837544	0.531759736	NA	3.854832725	7.645251178	2.002726800	0.333147696	0.203260398	0.275628704	0.210270002	1.074831955	0.964154106	0.814794814	0.876088817	0.094401598	1.631694921	0.837254242	46.731891583	22.657296501	8.573938272	39.846599229	5.524057902	0.443430397	0.208574210	0.059751059	0.156020702	0.011700834	0.004049136	2.286021243	0.009058738	0.261456352	44.08085348	1028.963625	NA	NA	6575.668252	NA	5.341240921	4.589376806	12.65642493	0.746858431	139.6332762	32.43174441	1430.40224	93.34814335	875.1586391	12240.61486	24.67412608
"5C, S1-"	2023	S-	S	5C	2	control	noindirect	0	0	1	w11	-0.048223198	1.800481239	1.072392996	NA	2.556713676	6.237866242	1.373352242	0.429941616	0.759898093	0.603939140	0.440273690	0.954656758	0.900532825	0.685548579	1.076480477	0.079869454	1.083953556	0.509039273	8.312150050	17.489773796	6.976634914	19.460058458	2.128493419	0.847970001	0.244009202	0.284217082	0.284041316	NA	0.001205257	1.947255460	0.768064718	11.353478705	NA	860.4742837	NA	NA	NA	NA	74.59598006	3.992124049	20.44871886	3.092207286	677.9541833	577.0897574	12935.1444	4104.306097	3177.368592	43780.62104	7.435866102
"5C, T1+"	2023	T+	T	5C	2	control	nodirect	0	0	0	w11	-0.023444477	0.736212674	0.441661872	0.420722904	3.460242106	6.939713515	1.373151635	0.340241904	0.173016293	0.281958621	0.168341683	0.810315608	0.680185884	0.880877005	0.732184144	0.131506331	1.180880513	0.612031328	34.503544556	18.894749653	6.688830476	36.401913196	4.327757963	0.480088888	0.240742505	0.054721976	0.134343907	0.013605661	0.007604567	1.364210973	0.006862328	0.180874490	153.4892266	549.3777919	NA	NA	9415.773307	NA	5.067730399	6.316865796	12.84846999	1.87030479	146.5747975	30.21014851	1402.736315	156.8416259	NA	6859.386503	16.23735638
"5C, T1-"	2023	T-	T	5C	2	control	noindirect	0	0	1	w11	-0.016630151	1.724135303	1.126792743	NA	3.341420779	6.536354470	0.990262328	0.497400923	0.855806265	0.669251362	0.506174426	1.103828715	1.114452578	0.882689627	1.166516154	0.118325488	1.143854573	0.543890817	7.119156162	20.347370752	7.289719044	30.939953345	3.451736416	1.495551395	0.371545372	0.315831717	0.499721738	NA	0.002010729	2.149881790	0.497961085	7.814140233	93.46246189	966.7178225	NA	NA	NA	NA	53.00368148	5.295510481	25.66969264	3.055874551	870.86991	862.9561072	15859.61889	3696.023615	2741.033929	51507.71888	4.857532953
"5C, U1+"	2023	U+	U	5C	2	control	nodirect	0	0	0	w11	-0.005940781	0.913473508	0.356289459	0.392664900	3.603544594	7.026446465	1.594317528	0.296296503	0.154425800	0.156975264	0.195442777	0.958023953	0.863959041	0.731107048	0.767243515	0.165011111	1.178316122	0.652013638	31.564039813	18.662227707	7.120519237	34.343989390	4.258359657	0.413474291	0.177688463	0.038794168	0.121706953	0.006363228	0.003189593	2.273307322	0.006071760	0.153730760	16.1167892	826.2238438	NA	NA	NA	NA	7.208656757	5.762511912	24.3808223	0.660701797	169.5246554	104.4084722	3332.856268	614.7280128	1493.975122	13216.68071	21.82997369
"5C, U1-"	2023	U-	U	5C	2	control	noindirect	0	0	1	w11	-0.024538275	3.859002682	2.168378774	0.580936063	3.912390410	10.035043701	2.085434869	1.276880743	2.125986080	1.507471818	1.842968531	1.552316839	2.371882022	1.277768330	2.459020151	0.163703653	1.127756756	0.548470630	5.294869386	20.548286750	7.672190217	20.532978337	2.015831875	2.975578190	0.790619843	0.827050480	1.602518023	NA	0.001391275	2.121407493	0.860440983	14.395514338	82.83371109	1019.332854	NA	NA	NA	3.600328445	80.72776621	3.469416443	11.2464956	2.621768618	490.6559756	851.7427983	14635.94566	4361.756571	4352.61996	40761.51541	4.136493019
"5C, V1+"	2023	V+	V	5C	2	control	nodirect	0	0	0	w11	0.000000000	0.673816428	0.269113692	0.200477001	2.469014589	6.262588518	0.995797969	0.251042207	0.152603850	0.208323769	0.166693398	0.652629809	0.656921409	0.701897198	0.693798053	0.042843474	1.370847173	0.717939048	33.864604807	20.167917674	6.324527837	38.143195660	3.648120398	0.458314742	0.163064584	0.055238060	0.140792262	NA	0.003256110	2.424421246	0.009733861	0.259099346	46.68687577	713.3730433	NA	NA	871.6241515	NA	7.227649695	3.486371115	7.612267641	1.851293685	88.50018985	31.70015287	1570.765786	141.888614	1074.196946	11489.44512	21.17169838
"5C, V1-"	2023	V-	V	5C	2	control	noindirect	0	0	1	w11	-0.008316583	2.211372220	1.362620873	NA	3.266731991	8.102951612	1.421823486	0.571475648	0.995583134	0.680004687	0.630896904	1.270368047	1.195993798	0.873221138	1.265286259	0.083760465	0.840253392	0.470537178	2.479891152	19.876777009	7.158005416	21.939405461	2.121152766	1.300913395	0.307678420	0.332526798	0.351208551	NA	0.001250530	3.174324203	0.650942814	11.249051952	87.21626554	822.0962	NA	NA	NA	NA	63.87433732	4.394196493	22.41271293	2.433450072	661.8966493	861.9048542	7589.282806	1972.51281	2314.714929	21648.74843	2.386099643
"5C, W1+"	2023	W+	W	5C	2	control	nodirect	0	0	0	w11	-0.041018252	1.625655926	0.860121535	0.401213053	4.890740978	10.362279232	2.478744933	0.425228306	0.196560928	0.341282691	0.295972543	1.513001076	0.983462139	0.919967136	0.964618652	0.219518376	1.688892402	1.044997503	42.485667912	26.490420858	9.978308706	46.446636487	5.629951186	1.131278843	0.377165126	0.077910280	0.169724871	0.015637629	0.009322806	1.376045524	0.006983691	0.214784874	136.1576118	935.6072762	NA	NA	NA	NA	5.310442326	6.517712064	15.66754745	2.449927432	182.1606412	31.89738973	2290.432326	198.0507439	93.94844174	10637.83414	21.80444768
"5C, W1-"	2023	W-	W	5C	2	control	noindirect	0	0	1	w11	-0.038782286	3.390005292	1.862623848	NA	3.953826762	9.492867479	1.857119684	0.820286929	1.299384753	0.963564273	0.839584196	1.529082316	1.587077762	0.946638249	1.750790101	0.161182448	1.092349562	0.659590974	5.953407792	25.059922907	9.576098564	25.218983820	2.496539233	1.992318245	0.468057040	0.496410727	0.641086693	NA	0.001024827	1.624978594	0.880612363	14.464935599	113.0394334	1151.329774	90.4947676	NA	NA	NA	68.49331262	4.366947581	24.20245877	2.976706957	806.1581461	1299.08056	21121.10873	2219.046765	2104.484958	56751.77672	5.275388876
"5C, X1+"	2023	X+	X	5C	2	control	nodirect	0	0	0	w11	-0.028142712	1.250494025	0.511495107	0.394382945	3.460614873	6.879810240	1.792127281	0.367213731	0.205450765	0.260797030	0.218675268	1.144406934	0.938204090	0.768081415	0.811384246	0.116759223	1.278994801	0.788796402	26.853434575	20.727134053	7.567359444	35.399951563	4.711169264	1.184435015	0.362249064	0.072233931	0.178995057	0.009947690	0.005904616	1.449774557	0.007827583	0.207887694	309.478424	844.962343	NA	5.830483256	NA	NA	5.563101146	6.251804069	13.77770586	2.348536465	158.5825762	19.3871463	1098.358847	52.99330248	1012.763722	22765.05207	14.2094737
"5C, X1-"	2023	X-	X	5C	2	control	noindirect	0	0	1	w11	-0.054633736	2.841470367	1.589133513	NA	4.626850601	9.698169960	1.691889072	0.692779375	1.104052209	0.802553317	0.714219941	1.165828011	1.439858195	0.973728436	1.529927619	0.154621986	1.038888147	0.565065620	2.056847786	23.614781403	9.541857861	29.504046130	3.984205481	1.414626768	0.330707892	0.345293322	0.460723952	NA	0.001064132	2.045625051	0.524104945	7.291170375	180.4252542	832.8720924	NA	NA	NA	NA	59.48661331	4.579935304	23.70819318	3.755944899	778.5257979	570.431333	12710.15302	3222.53403	3355.377591	20778.73457	1.676611321
"5D, A1+"	2023	A+	A	5D	2	herbivory	direct	1	1	0	w11	-0.046331194	213.351154013	218.206685653	NA	208.534444237	512.887659597	90.012398927	59.545740528	72.018649093	49.521767867	49.019637470	152.630226723	108.000725466	46.831484731	106.730192735	57.561396095	16.134432601	7.738627782	NA	383.967171427	149.614779590	326.174373400	34.633927556	82.497602556	23.251310635	5.589332014	17.516243922	NA	0.052850244	13.764152540	15.038444429	260.695309524	9087.959589	133349.0967	NA	NA	68448236.92	298.7564699	1920.59283	286.1184232	280.1324899	421.2415034	14732.74928	96802.34763	660794.696	101974.1545	57654.52853	331574.4139	38.79377913
"5D, A1-"	2023	A-	A	5D	2	herbivory	indirect	0	1	1	w11	-0.114959851	12.294598041	2.454920590	2.130669963	14.783419077	24.423785976	6.520707757	3.028767128	2.455758178	1.748669371	2.789547181	17.147182301	6.004630676	NA	5.526189699	4.428332954	3.172856709	1.872270678	45.638058383	39.377730621	12.853727911	79.730155003	7.275356990	2.721424144	0.880494695	0.177655787	0.433784500	NA	0.010332541	0.920416725	0.018102550	0.653969001	NA	16511.25033	NA	NA	NA	NA	10.44246645	38.68391707	6.656781414	16.13298887	70.65609292	135.7204637	2740.524944	1162.898634	192.2971045	27502.89201	3.737469576
"5D, B1+"	2023	B+	B	5D	2	herbivory	direct	1	1	0	w11	-0.033369138	1.236356467	0.162761697	NA	2.946276230	7.791593762	1.598935341	0.276853676	0.163162487	0.237750960	0.271309653	1.306166073	0.858850501	0.831833395	0.680040740	NA	1.846982106	1.430202389	61.385513004	27.594079185	10.303960301	55.902717613	6.481449921	0.841084488	0.148397017	0.065348960	0.097732250	0.016498346	0.005217406	1.594879869	0.006037683	0.142253103	143.825637	742.9005971	NA	NA	NA	NA	5.9415609	8.807418934	19.26625286	NA	145.4921803	26.25499129	1748.113606	132.2587517	882.5913379	9793.370535	26.58355678
"5D, B1-"	2023	B-	B	5D	2	herbivory	indirect	0	1	1	w11	-0.019333313	1.251342949	0.515730920	0.271449966	2.625472218	6.093663963	1.372362438	0.324671342	0.271901780	0.369867184	0.328322623	1.324372682	0.928350873	0.792643073	0.855762247	0.242705571	1.562251783	0.744731178	34.701314661	20.491350579	7.348056437	40.619214791	4.840478988	2.416791903	0.529002653	0.108695256	0.241908164	NA	0.003117596	1.472721560	NA	0.077719669	103.3943365	1196.666287	52.63394748	NA	NA	NA	4.496644241	5.884517041	14.34368758	NA	128.1421385	48.85739756	1773.039048	152.1848965	87.77326465	9240.159315	17.28740564
"5D, C1+"	2023	C+	C	5D	2	herbivory	direct	1	1	0	w11	-0.028171394	2.220784796	0.651172508	0.859483964	2.492639227	7.978602460	2.096149608	0.369346302	0.278453835	0.404893610	0.402194172	3.070153430	1.151777920	1.006255884	0.970098598	0.252331610	1.373446664	1.036879466	65.290999837	26.149755964	7.947441848	51.072461669	4.834368571	1.885949775	0.298914624	0.063915917	0.157524684	0.020684923	0.010151112	1.351813662	NA	0.059351068	178.4865792	651.1647738	14.50551988	NA	NA	NA	4.452860954	7.173745575	14.62754415	1.111219617	85.92035784	28.58115028	1327.154976	77.94927322	103.5773406	7711.569744	27.78367229
"5D, C1-"	2023	C-	C	5D	2	herbivory	indirect	0	1	1	w11	-0.017846040	1.781339867	0.455072696	0.373187909	1.961605905	6.113422105	1.112741215	0.320781918	0.254886383	0.306221237	0.294815924	1.630365649	0.931923319	0.693938206	0.808316225	0.272267059	0.998370189	0.439409884	29.658863740	15.320943039	4.896986589	30.426935686	3.102261937	1.221424303	0.288835949	0.046365676	0.168200985	0.014977346	0.003681387	1.166779556	NA	0.029805429	71.60120608	720.4578045	NA	NA	8199.86948	NA	4.004556322	4.045892566	11.40361569	1.351229374	76.78230989	28.53980749	900.8331427	22.96458499	637.1394991	8502.594095	14.26062222
"5D, D1+"	2023	D+	D	5D	2	herbivory	direct	1	1	0	w11	-0.072488629	2.635238551	1.183999715	0.531096891	3.658403496	7.781323316	1.522830469	0.490133771	0.435491869	0.439171113	0.556343242	3.795530761	1.550484848	1.147275974	1.163506645	0.314713523	1.693304781	1.026581779	44.419248749	23.413070323	8.427251888	50.687488443	5.677677614	5.497701710	0.871273641	0.095607396	0.300765756	0.020858888	0.007470761	NA	NA	0.060994543	275.7722293	922.7162648	NA	NA	NA	NA	3.602984927	7.381274288	12.27026942	1.551292708	100.44582	23.57169648	1525.276992	115.8400435	NA	7213.661093	25.32119595
"5D, D1-"	2023	D-	D	5D	2	herbivory	indirect	0	1	1	w11	0.017588446	8.678577258	1.318745983	NA	9.463696115	18.495475420	9.260081256	1.682961073	1.437304093	1.149685525	1.903499901	10.155867420	4.105366426	2.518520572	3.599836416	3.451986357	2.026770322	1.095543288	58.060224372	29.851790062	10.243077374	63.166570164	6.939234144	1.607230313	0.697542893	0.083898863	0.327394996	NA	0.005614896	1.154757657	0.004846076	0.222649555	NA	9244.917777	NA	NA	NA	NA	14.13641641	11.78109983	5.680972492	NA	32.34205098	165.1868509	1195.212575	351.2173408	11.30916218	12194.56403	14.67486215
"5D, E1+"	2023	E+	E	5D	2	herbivory	direct	1	1	0	w11	0.000000000	46.159076038	4.354254450	29.659588154	28.185639910	31.133387089	12.280734144	11.460523053	11.295156586	6.605853260	18.456471572	52.777349058	19.696859764	NA	18.231895815	14.725883781	NA	NA	NA	1.391615592	NA	4.596305122	NA	17.700112987	6.766505572	1.029483737	1.648711847	NA	0.002293293	0.143453631	NA	0.185203770	19317.93469	31217.14281	NA	NA	NA	NA	36.81872264	66.14412943	5.027203114	26.13354367	43.25166672	447.1941338	210673.0703	2908.864172	39443.7503	49288.60354	76.82301335
