sample_ID	year	genotype_treatment	genotype	pond	block	treatmentpond	Treatment	direct_herbivory	indirect_herbivory	mesh	timepoint	fitness	L-Alanine	L-Arginine	L-Asparagine	L-Aspartic Acid	L-Glutamic acid	L-Glutamine	L-Isoleucine_1	L-Leucine_2	L-Phenylalanine	L-Proline	L-Serine	L-Threonine	L-Tryptophane	L-Valine	Ornithine	Chlorogenic acid	putative Chlorogenic acid Isomer	Cyanidine_3_Glc	Luteoline 8-C-Glc	Apigenine 8-C-Glc	Luteoline 7-O-Glc	Apigenine 7-O-Glc	Glycine	L-Histidine	L-Methionine	L-Tyrosine	Kynurenine	Kynurenic acid	Serotonin_1	Tyramine	Tryptamine	Shikimic acid	Apigenine	Luteoline	Folic acid	Tetrahydrofolic acid	Lactic acid	Malate	Succinic acid	Dopamin	L-DOPA	GABA	Melatonine	Cyanidin_Mal_Glc
"7C, X1+"	2024	X+	X	7C	3	herbivory	direct	1	1	0	w12	0.069102154	3.182835091	1.337142752	40.97358851	14.57254158	18.45612708	12.94325968	0.663865389	1.091914938	0.569320903	0.368926486	3.366049061	2.4110486	0.684988628	1.708743099	1.879562743	5.063498483	2.322520685	105.3066128	36.59430809	22.55790862	55.38153393	9.602401294	0.721569459	0.353680094	0.026920457	0.215963005	8.65E-03	1.15E-02	1.85E-02	0.143933356	1.23E-02	5.065645644	7.15E-03	0.097334366	NA	1.60E-02	0.018359401	2.251570235	0.169287335	1.280466451	5.81E-03	0.348667553	NA	47.5573506
"7D, A1-"	2024	A-	A	7D	3	control	noindirect	0	0	1	w12	0.020548719	1.291113337	0.229102468	3.642706169	5.273444518	8.013804487	3.258380799	0.388126185	0.134383889	0.23714028	0.17898285	1.146171084	1.514813153	0.693095876	0.742787288	0.283564381	2.96943833	1.094479659	73.3251065	20.88879832	13.55097302	33.23287981	5.374593763	0.622559399	0.247302958	0.021669479	0.128570501	7.00E-03	4.34E-03	4.94E-02	3.26E-02	6.11E-03	3.167209516	1.61E-03	0.02912372	NA	5.53E-03	0.008066738	1.486318384	0.077342951	2.921475855	2.63E-03	0.167915748	NA	34.80689106
"7D, A1+"	2024	A+	A	7D	3	control	nodirect	0	0	0	w12	0.046572917	1.619216528	0.666204852	12.3392898	6.490860105	10.64308262	7.325169174	0.485891424	0.201135168	0.293403156	0.218268788	1.690799001	1.463142892	0.700050785	0.934045037	0.599437503	2.499118043	1.385040564	68.32034788	22.15254003	12.87605594	32.41309802	4.449152937	0.505662996	0.243824238	0.022048984	0.138689583	2.90E-03	4.65E-03	6.53E-02	4.12E-02	6.56E-03	2.837296088	6.58E-04	0.028684381	NA	6.10E-03	0.004766268	1.351659993	0.081969178	3.681907638	2.57E-03	0.113221238	NA	25.79388496
"7D, B1-"	2024	B-	B	7D	3	control	noindirect	0	0	1	w12	-0.002804358	1.224192254	6.535762223	10.08779164	5.852321313	9.130656438	4.059171075	1.68372469	0.523607224	0.522022792	0.279366579	1.257091553	1.981701609	0.978702343	2.263082962	0.483447438	2.18023834	1.349854939	60.57689436	21.0939737	10.60468383	33.93785815	7.192342237	0.571780204	0.27319148	0.035789668	0.248207426	4.25E-03	3.18E-03	9.88E-02	9.89E-02	1.20E-02	1.629021649	5.89E-03	0.107821916	NA	5.83E-03	0.003970432	2.928683439	0.089648496	2.410201899	1.23E-02	0.146237149	NA	27.99557678
"7D, B1+"	2024	B+	B	7D	3	control	nodirect	0	0	0	w12	0.007145347	2.040169027	0.895416521	6.524302871	7.358100378	9.396112583	7.175901513	1.040094955	0.417505094	0.405746492	0.344326687	2.521655273	2.131935233	0.784049511	1.538835602	0.764346763	1.698477536	0.805313592	35.54086531	18.76448391	8.167879102	29.97433875	4.914970252	1.119053027	0.417057706	0.041775825	0.234596965	6.49E-03	7.91E-03	0.111131395	7.14E-02	9.46E-03	1.050882614	9.97E-04	0.030992158	NA	3.65E-03	0.022498668	1.571081843	0.078867679	3.033762083	2.99E-03	0.246222162	NA	13.89681644
"7D, C1+"	2024	C+	C	7D	3	control	nodirect	0	0	0	w12	0.071326959	3.368156676	2.169916704	176.7267003	11.58867165	14.4058418	13.86855042	1.741898479	0.77281871	0.787968568	0.737933786	2.554487811	6.225152697	2.99163299	3.293409426	5.43023581	4.430725903	2.13786715	136.8183237	41.0485264	32.26489603	54.60763618	5.708145952	1.83103459	1.389924482	0.105101487	0.61304423	4.08E-02	1.63E-02	0.176152262	0.161937138	1.28E-02	2.250592176	2.56E-03	0.081096448	NA	1.02E-02	0.018997056	0.957667443	0.105131927	6.682414377	8.87E-03	0.610414536	NA	24.62872819
"7D, D1-"	2024	D-	D	7D	3	control	noindirect	0	0	1	w12	0.020992381	1.140480823	0.776371062	1.250639505	3.996699682	7.367370806	3.595552256	0.313641454	0.137903004	0.168661642	0.260995548	1.334738584	1.041301785	0.322069387	0.682569409	0.264938765	0.901233454	0.433518748	58.54486661	20.83033821	7.085130179	36.01786318	4.186762309	1.328175924	0.418531993	0.034438188	0.257209203	3.13E-03	8.14E-03	3.32E-02	4.56E-02	5.05E-03	2.718852863	7.68E-03	0.202917232	NA	2.99E-03	0.014437137	1.101384894	0.064390348	1.06245541	2.40E-03	0.111103687	NA	26.39547179
"7D, D1+"	2024	D+	D	7D	3	control	nodirect	0	0	0	w12	0.044005131	1.015593437	0.151045222	0.192128546	0.384512471	1.674868262	0.739918486	0.034757175	0.059038839	0.046900305	0.105882146	0.482235415	0.217234455	0.04390816	0.09800931	0.141516174	0.068021841	0.033654734	0.181495156	4.464872394	5.796286496	1.854748905	0.336866413	0.418112802	0.120514798	0.018983084	0.078926109	2.04E-03	7.05E-02	NA	NA	NA	0.246030171	0.958469373	7.108901775	NA	2.82E-03	0.048639402	0.067349128	0.296932915	9.19E-03	NA	0.144666642	NA	0.720198562
"7D, E1+"	2024	E+	E	7D	3	control	nodirect	0	0	0	w12	0.039856582	1.707249386	0.593971197	18.91863864	5.294999035	10.09336766	5.690879293	0.621608825	0.214225134	0.290706816	0.198529153	1.666082085	1.965584649	0.90885075	1.182283032	0.760735907	2.820840209	1.446629592	68.12678671	21.20020514	18.66022765	27.9147067	3.742711253	0.59596761	0.401229832	0.030658176	0.219513318	8.06E-03	5.22E-03	7.73E-02	6.56E-02	6.47E-03	1.362407854	2.64E-03	0.070493734	NA	4.23E-03	0.008985282	0.608963586	0.064645765	1.914510846	4.06E-03	0.299471086	NA	31.52742916
"7D, F1-"	2024	F-	F	7D	3	control	noindirect	0	0	1	w12	0.031038158	1.112238367	0.111124431	0.696396135	3.858245992	5.992485368	1.868193296	0.276365051	0.15622178	0.185622652	0.189451702	1.282204958	0.991420719	0.32707164	0.561136375	0.353990209	2.400774128	0.934681714	56.35158695	17.65337368	10.20555607	26.42892033	3.548064288	0.470698002	0.214831517	0.021276352	0.102799144	2.48E-03	5.27E-03	1.98E-02	1.78E-02	3.02E-03	1.967282859	1.01E-03	0.018559548	NA	2.79E-03	0.006044141	0.892270912	0.059809069	0.769324632	NA	0.076833503	NA	28.96203009
"7D, F1+"	2024	F+	F	7D	3	control	nodirect	0	0	0	w12	0.023722225	1.533013337	0.417659801	7.722240032	4.708651909	7.451901279	6.849324683	0.493100453	0.240650696	0.273802013	0.205449771	1.614411542	1.375015104	0.492510228	0.913681077	0.504823399	2.21767792	0.868413888	54.4167157	16.4981363	10.33782184	27.15167895	4.373650187	0.542093759	0.220380811	0.032022502	0.155049701	3.88E-03	5.40E-03	2.65E-02	2.66E-02	4.52E-03	2.040919304	1.99E-03	0.032064765	NA	3.68E-03	0.00355813	1.101725481	0.064251834	2.760444039	2.19E-03	0.23518003	NA	31.93663628
"7D, G1-"	2024	G-	G	7D	3	control	noindirect	0	0	1	w12	0.085321879	2.076795377	0.293494862	7.882455826	4.364164021	7.319181799	3.792799372	0.840756473	0.505470315	0.449733108	0.448254615	3.2059629	2.283713573	0.830932864	1.640629612	1.386528485	2.349802049	1.410848721	65.30913542	20.96454467	16.22940402	32.19261091	4.350261209	11.45397935	2.833195102	0.18288684	1.689835207	1.08E-02	1.71E-02	4.88E-02	4.48E-02	4.39E-03	1.522950729	5.32E-03	0.065233774	NA	4.49E-03	0.119212895	0.83644896	0.082412301	1.5140245	NA	0.210478368	NA	36.2093148
"7D, G1+"	2024	G+	G	7D	3	control	nodirect	0	0	0	w12	0.05371705	2.227178309	1.48735362	71.10431957	5.316283401	6.488472983	11.27688715	2.172765672	1.406519436	0.878196348	0.291591624	5.508115499	4.537527256	1.697823229	3.310413423	2.818745485	1.775806979	1.030781153	56.65890576	18.37022064	11.20138684	31.10960608	4.663465508	1.08613361	0.867258285	0.054801735	0.577656383	2.35E-02	9.21E-03	0.130675549	9.74E-02	1.54E-02	2.11672227	2.94E-03	0.062395741	NA	5.33E-03	0.03331643	0.962888216	0.072772721	6.092437871	2.74E-02	0.408979997	NA	39.30714263
"7D, H1-"	2024	H-	H	7D	3	control	noindirect	0	0	1	w12	0.024755256	2.221427681	0.758489831	8.79384764	4.8193564	10.59648919	3.632818824	0.653837699	0.333950006	0.347333017	0.317812782	2.566371312	2.272714964	0.860073089	1.168180878	1.105863364	3.746410717	1.052889705	56.03893843	18.16826858	14.27131679	27.40550593	3.545156988	1.093881159	0.423390539	0.032844589	0.220674458	6.98E-03	5.56E-03	8.39E-02	7.91E-02	8.15E-03	0.93640885	2.51E-03	0.052220916	NA	5.31E-03	0.028584656	0.937900029	0.068250278	1.446313034	NA	0.20840958	NA	20.83286679
"7D, H1+"	2024	H+	H	7D	3	control	nodirect	0	0	0	w12	0.041018252	5.153956361	5.91139208	22.300764	9.539359089	20.01970019	10.9168965	2.548777503	1.151100069	0.964242565	0.631009204	7.920332659	6.214737926	1.676035073	3.673384796	2.745172743	2.91752135	0.95369477	52.74304913	23.61834784	12.55943352	40.80442607	3.268820046	3.941132203	1.916385797	0.121605512	0.766530418	3.66E-02	NA	0.172213394	0.163093028	3.61E-02	0.864299378	4.61E-02	0.62569993	NA	1.10E-02	0.052756795	2.220150597	0.136730163	5.880658271	7.53E-03	0.41496954	NA	24.26632565
"7D, I1-"	2024	I-	I	7D	3	control	noindirect	0	0	1	w12	0.07286359	1.690521111	0.274282626	2.262506171	5.652291791	10.17783255	4.030556371	0.647122999	0.446093823	0.417627038	0.347326998	2.102504689	1.456840695	0.502344685	1.08780694	0.37342088	2.748627794	0.879097008	61.5610132	20.90790741	12.57290792	33.90411824	4.373040447	0.724214011	0.304962869	0.022921027	0.260546549	5.12E-03	7.59E-03	2.87E-02	2.20E-02	5.80E-03	1.518381128	1.40E-03	0.047672402	NA	3.18E-03	0.016760076	1.301209439	0.058566569	0.590988907	3.37E-03	0.430793153	NA	28.1271717
"7D, I1+"	2024	I+	I	7D	3	control	nodirect	0	0	0	w12	0.043632892	2.469728192	1.420781698	15.93381418	8.048004668	11.50066923	10.47947726	0.899835268	0.388203668	0.356350281	0.320782525	2.160416923	2.191233102	0.859618076	1.634841118	1.010212685	2.005361199	1.334497538	76.04422811	27.12222491	14.29141388	42.01924675	5.864165813	0.916322762	0.538071526	0.067365085	0.208436276	5.55E-03	1.02E-02	6.44E-02	5.54E-02	6.96E-03	2.541991761	1.43E-03	0.033762204	NA	6.81E-03	0.007745886	1.736228626	0.101245152	7.129067584	1.54E-03	0.196858354	NA	28.46912256
"7D, J1-"	2024	J-	J	7D	3	control	noindirect	0	0	1	w12	0.014480897	2.254668443	0.799939697	7.733710554	5.729171711	8.484536542	4.483643992	0.777498398	0.381958589	0.395715398	0.359863109	2.875173654	1.947567595	0.662679063	1.377981273	0.767463167	2.15009786	0.843849525	51.37878824	18.35594932	8.391814625	30.69463368	4.145702282	1.33127025	0.335183637	0.081372264	0.284475143	1.06E-02	1.78E-02	4.17E-02	4.87E-02	4.71E-03	1.742643131	3.20E-03	0.084090287	1.72E-04	4.19E-03	0.019210871	1.382907229	0.069503297	0.995371339	6.20E-03	0.479523165	NA	29.04060614
"7D, J1+"	2024	J+	J	7D	3	control	nodirect	0	0	0	w12	0.016503504	1.41094671	1.649163887	21.08497745	6.224168235	8.79766417	8.260022513	0.715510342	0.237101009	0.276733475	0.229177267	1.886154278	1.475054203	0.63069615	1.022125429	0.839738181	2.024433727	0.917214785	61.31800908	19.68497945	11.28209429	29.10459481	3.827315206	0.769522344	0.273272102	0.032589759	0.160331164	3.92E-03	4.10E-03	4.36E-02	4.77E-02	5.70E-03	2.397807408	2.40E-03	0.060032266	3.74E-04	4.58E-03	0.006168648	1.156579386	0.063497756	3.903546281	4.31E-03	0.114222988	NA	28.69368575
"7D, K1-"	2024	K-	K	7D	3	control	noindirect	0	0	1	w12	0.009995048	1.443612511	0.353375801	3.959915603	2.117049478	4.864639374	1.24358949	0.398311978	0.242271361	0.25924966	0.212038977	0.84914403	1.383481265	0.472294183	0.70993579	0.372524293	4.179536234	1.168633465	36.62531917	16.21925232	14.59833516	19.46982885	2.723721682	0.43752406	0.170655062	0.04120051	0.152325449	1.68E-03	1.75E-03	3.70E-02	4.16E-02	4.51E-03	0.558914083	2.08E-03	0.050438559	NA	1.29E-03	0.003525012	0.436641753	0.036774463	0.259302064	1.51E-03	0.185742613	NA	13.07910995
"7D, K1+"	2024	K+	K	7D	3	control	nodirect	0	0	0	w12	0.00484023	1.114451797	0.400036001	4.221829748	2.574951555	5.499159118	2.548310589	0.377360956	0.139515743	0.201993654	0.121306562	0.774845852	1.269474594	0.433973485	0.604162068	0.274553874	3.235344166	1.009592963	45.4943944	15.03582668	12.5552581	18.89459856	2.718615544	0.392661053	0.18162783	0.022681921	0.1236247	2.03E-03	2.05E-03	5.50E-02	4.62E-02	6.69E-03	0.995106456	2.00E-03	0.039997379	NA	2.44E-03	0.008476664	0.53199784	0.039304527	1.280879174	2.10E-03	0.156508648	NA	20.77811433
"7D, L1-"	2024	L-	L	7D	3	control	noindirect	0	0	1	w12	0.031801205	1.388657519	0.510177719	8.516973539	5.208378845	9.299555064	3.607713982	0.522705469	0.241366564	0.28991525	0.236057797	1.550055306	1.490702372	0.619015885	1.108837318	0.497047347	2.508076358	1.192550672	55.89168389	21.19518529	12.27748083	29.02150058	4.358350207	0.712626859	0.290294019	0.033730197	0.303687288	4.24E-03	6.13E-03	3.95E-02	5.66E-02	4.51E-03	2.873851019	NA	0.018811342	NA	4.16E-03	0.012469224	0.931070375	0.066497714	1.100366995	1.44E-03	0.180829995	NA	22.99343195
"7D, L1+"	2024	L+	L	7D	3	control	nodirect	0	0	0	w12	0.024265431	1.424664819	1.048582115	36.43704099	6.275252522	8.315553266	9.780546862	0.656641003	0.257746033	0.259391592	0.139028094	1.572764409	1.797257845	0.694502217	1.16635912	1.157666948	2.740489807	1.063152689	59.78515432	19.03860028	12.97148494	28.1734708	4.247712694	0.632063202	0.276019489	0.0381747	0.174507539	3.69E-03	4.30E-03	6.24E-02	7.68E-02	9.41E-03	2.117236015	3.01E-03	0.066239068	2.06E-04	5.15E-03	0.002951442	1.089931888	0.059124321	2.559118504	3.37E-03	0.208155552	NA	27.13327441
"7D, M1-"	2024	M-	M	7D	3	control	noindirect	0	0	1	w12	0.02517546	1.303749516	13.57002679	25.16398931	5.345332864	7.097314088	5.428657628	1.30245549	0.652710141	0.401694354	0.231554097	1.551573717	2.066450822	0.944624482	1.702126955	1.333623502	2.428871405	1.184095996	56.35651169	22.76948449	12.57680111	35.09319247	6.099206076	0.708623864	0.391951509	0.039140427	0.269310539	6.43E-03	4.79E-03	8.28E-02	0.110176709	1.02E-02	3.079309414	4.79E-03	0.091786698	2.86E-04	4.68E-03	0.004884125	1.475358476	0.084991524	2.082499364	8.32E-03	0.164243333	NA	31.66228389
"7D, M1+"	2024	M+	M	7D	3	control	nodirect	0	0	0	w12	0.027319106	1.238600451	0.683880155	11.43298083	5.248126137	9.107169498	5.561772598	0.661376232	0.187923601	0.24296521	0.192281381	0.960991616	1.272903425	0.783334779	1.138664823	0.538226365	1.178736118	0.554441762	59.16766339	25.17501284	7.836619691	40.62908489	4.171238235	0.556596235	0.290817696	0.044347485	0.251864713	4.40E-03	5.80E-03	5.87E-02	4.20E-02	6.03E-03	2.476064268	NA	0.032553846	1.99E-04	3.17E-03	0.006458494	1.446862505	0.078366274	1.475816133	2.28E-03	0.238015827	NA	22.22209126
"7D, N1-"	2024	N-	N	7D	3	control	noindirect	0	0	1	w12	0.013285057	2.030346399	1.566513344	67.86524788	4.496425237	4.521690638	5.893287814	2.718667103	1.001649667	0.442683868	0.26070046	1.259458317	3.130522234	1.300770646	3.514750539	2.290102944	1.333658662	0.773600324	52.85503327	18.873724	8.929905528	27.29129816	4.726703764	0.661468234	0.625828005	0.045202646	0.345821848	8.09E-03	3.33E-03	0.234814177	0.253573826	6.12E-02	1.218052013	2.60E-03	0.060244533	NA	2.75E-03	0.003852252	1.324196909	0.060367457	2.167381256	1.54E-02	0.331242615	NA	25.04089007
"7D, N1+"	2024	N+	N	7D	3	control	nodirect	0	0	0	w12	0.03831995	1.659464522	0.507213083	10.5977746	5.574956152	9.619971967	7.850714675	0.978235496	0.361130379	0.304688403	0.217065881	1.374137854	1.340701556	0.606002873	1.489101251	0.546134454	2.116208259	0.92456318	58.04287796	17.94936918	11.36613248	27.00929997	4.455352338	0.481932628	0.24484378	0.033589314	0.156452282	4.62E-03	2.82E-03	9.58E-02	9.11E-02	1.91E-02	1.65496716	8.25E-04	0.021678808	NA	4.03E-03	0.005101585	1.094567157	0.060657067	3.377300591	5.70E-03	0.189848298	NA	26.20353946
"7D, O1-"	2024	O-	O	7D	3	control	noindirect	0	0	1	w12	-0.011611981	2.165132691	3.999209073	41.16998446	3.878797846	5.917797115	4.051321465	0.886594423	0.325043893	0.290167072	0.372674363	1.520979953	2.193477926	0.768066205	1.884313564	1.469398479	2.936822829	0.855534843	25.53544851	18.77798855	9.477679327	32.95821936	3.940823893	0.622661948	0.435630459	0.035698528	0.143445508	5.46E-03	2.93E-03	0.182972254	0.236009552	4.96E-02	0.585684356	4.25E-03	0.095335577	NA	2.77E-03	0.005857722	0.928748464	0.046909844	0.633688912	2.57E-03	0.310335638	NA	9.951557868
"7D, O1+"	2024	O+	O	7D	3	control	nodirect	0	0	0	w12	0.029588396	2.633328986	6.099033863	18.14263505	6.644846859	11.3809815	7.756741774	0.586960099	0.296138799	0.276062861	0.297854104	1.969311884	1.732795636	0.511653304	1.07472166	2.007734071	2.174928582	1.141243829	43.43718773	18.289768	10.71173227	26.38811431	3.752736327	0.613969113	0.247099023	0.035659212	0.133926998	2.75E-03	7.52E-03	6.12E-02	5.92E-02	6.46E-03	1.823574293	7.74E-04	0.01633511	3.72E-04	4.41E-03	0.010461441	1.001980361	0.079639076	1.112756381	7.32E-04	1.80953282	NA	24.91762862
"7D, Q1-"	2024	Q-	Q	7D	3	control	noindirect	0	0	1	w12	0.00158789	1.893689695	0.540286008	6.045834076	2.394563564	5.610496728	1.88473092	0.522313733	0.309094021	0.375677777	0.296292908	0.875378738	1.635682385	0.701344368	0.999564076	0.451395161	2.945574455	1.080851601	49.35778248	20.78385758	14.05630201	27.75019119	2.934592782	0.416945106	0.303088331	0.056979065	0.295581056	2.06E-03	1.71E-03	5.66E-02	5.44E-02	5.69E-03	0.606185633	2.25E-03	0.067993574	1.89E-04	2.43E-03	0.003658878	0.627573	0.062216157	0.395275701	2.22E-03	0.191111721	NA	14.07513505
"7D, Q1+"	2024	Q+	Q	7D	3	control	nodirect	0	0	0	w12	0.01630426	1.568248446	3.067821286	22.50980701	4.109756282	7.550375091	5.262708418	0.501807727	0.205898166	0.284534778	0.153407747	1.17929296	1.715341794	0.626621878	0.930916888	0.976359477	2.829848682	1.161913246	57.95680748	20.09195298	14.45267351	25.80982037	3.459710527	0.426167924	0.279890563	0.039044697	0.159592758	1.69E-03	3.01E-03	7.82E-02	5.68E-02	5.17E-03	1.214253375	1.61E-03	0.039685501	1.95E-04	3.02E-03	0.00464105	0.845120603	0.067711396	1.556207237	1.85E-03	0.257533515	NA	20.34436637
"7D, R1-"	2024	R-	R	7D	3	control	noindirect	0	0	1	w12	0.019012088	0.891778879	0.349178234	1.443085587	4.217249857	6.3458137	3.118095363	0.30416746	0.129268568	0.188695965	0.156576168	0.87263273	0.943265893	0.384286365	0.59402357	0.148464767	2.384921999	1.057892705	65.37720013	20.69036426	14.18875912	27.86244726	4.176072992	0.340006446	0.144787537	0.024613627	0.131584372	2.53E-03	2.98E-03	1.34E-02	1.38E-02	1.97E-03	2.322208366	NA	0.033000746	NA	3.28E-03	0.005455481	0.909951107	0.058208757	0.683456373	3.97E-03	0.112669566	NA	32.5855144
"7D, R1+"	2024	R+	R	7D	3	control	nodirect	0	0	0	w12	0.067805051	2.288488386	1.187778705	6.105522805	7.308664564	11.49764802	9.063587387	0.391896069	0.175533666	0.310703416	0.194441009	2.0054301	1.414364451	0.467764902	0.798887739	1.14834408	3.230046933	1.495631683	69.03087656	23.33390531	16.71909956	32.43818324	5.440544742	0.470090623	0.185718143	0.037066526	0.140836416	1.82E-03	4.41E-03	3.60E-02	3.59E-02	4.71E-03	2.863403892	2.12E-03	0.044914219	NA	6.30E-03	0.010931433	1.208686702	0.086326156	1.522485638	1.44E-03	0.283704514	NA	30.27410696
"7D, S1-"	2024	S-	S	7D	3	control	noindirect	0	0	1	w12	0.020992381	2.092408825	0.374462203	5.755677289	3.302669257	7.170370673	4.794127999	0.485669661	0.27431504	0.287162084	0.229038225	2.526870534	1.685486572	0.489796734	0.952770222	0.635529849	2.239747144	0.868135584	40.75946972	14.68566961	9.860287035	23.87724776	3.042734579	0.580734459	0.319158847	0.032885925	0.2126369	1.61E-02	8.99E-03	2.68E-02	2.60E-02	1.97E-03	0.802896241	NA	0.036195747	3.94E-04	2.31E-03	0.011857404	0.513352546	0.041383525	2.909192476	2.11E-03	0.174515899	NA	21.30973272
"7D, S1+"	2024	S+	S	7D	3	control	nodirect	0	0	0	w12	0.035029616	1.59656632	0.397219039	2.667406958	3.89846424	6.263777757	4.194369589	0.269710451	0.104525245	0.162807885	0.118181014	0.959713127	0.869215918	0.340881977	0.503703883	0.198916883	1.436981949	0.933916126	39.86756818	15.95420741	8.978885722	22.74770359	3.336282638	0.169254451	0.083433914	0.020445933	0.061872814	1.43E-03	4.13E-03	1.36E-02	9.93E-03	2.65E-03	1.914668381	1.24E-03	0.034851941	1.49E-04	4.29E-03	0.003670439	1.108269687	0.073481644	0.471937655	9.83E-04	0.23596511	NA	35.00889538
"7D, T1-"	2024	T-	T	7D	3	control	noindirect	0	0	1	w12	0.045109925	1.122377201	0.147171951	0.420866094	3.593838758	6.099732838	3.245904662	0.19574433	0.08802764	0.170247269	0.155527853	1.250277453	0.712182217	0.333012947	0.454764379	0.265992493	1.058599493	0.77439142	43.26477486	17.65616313	9.763158028	23.96090518	3.58739764	0.401736652	0.096773687	0.013852049	0.056886752	1.84E-03	5.07E-03	9.08E-03	9.26E-03	1.85E-03	2.171184592	1.95E-03	0.045799589	NA	4.35E-03	0.010142041	1.022685209	0.056446963	0.172288954	4.28E-04	0.104385963	NA	31.81982775
"7D, T1+"	2024	T+	T	7D	3	control	nodirect	0	0	0	w12	0.056021997	1.297704236	0.144764921	0.706019221	4.390489907	6.384071312	2.070670806	0.277474141	0.126361197	0.203318438	0.137463884	0.987790943	0.861701593	0.24055853	0.564346076	0.125796978	1.8378374	1.159067127	71.72586155	21.7232432	13.36318234	29.78066531	5.158710447	0.424831919	0.111626261	0.021544051	0.085470563	1.92E-03	6.44E-03	2.54E-02	1.82E-02	2.86E-03	3.070988229	1.04E-03	0.025694489	3.38E-04	5.56E-03	0.004861262	1.508547437	0.102134105	1.089832557	7.85E-04	0.115804663	NA	40.63224278
"7D, U1-"	2024	U-	U	7D	3	control	noindirect	0	0	1	w12	0.020548719	4.321428337	2.636853097	11.30653316	6.03524882	11.69301282	6.464341921	1.225560529	1.296368758	0.732386681	1.085513094	3.667329061	3.545802693	0.87869138	2.477824741	1.256009084	1.94353804	0.862434462	65.11419259	20.98652029	12.69535801	36.65349358	6.546796145	1.275728157	0.512111156	0.054644723	0.52215876	9.93E-03	1.76E-02	7.48E-02	0.106855207	1.23E-02	1.887799492	5.75E-03	0.11618009	NA	7.54E-03	0.014258772	1.674873772	0.095773734	0.565131519	6.52E-03	0.237306701	NA	33.55162741
"7D, U1+"	2024	U+	U	7D	3	control	nodirect	0	0	0	w12	0	3.009440997	9.977506329	80.24928317	11.29658704	12.07492973	14.77846383	1.649912931	0.753538297	0.480658208	0.461551205	4.904310271	3.580480913	1.293421426	2.267695122	3.409199264	1.504737414	0.884833376	55.95650371	19.83965357	8.614698302	35.28135144	4.634897147	1.046086783	0.677114248	0.05177154	0.316575839	1.62E-02	2.00E-02	7.39E-02	6.06E-02	8.67E-03	2.501681354	4.49E-03	0.156757036	NA	4.89E-03	0.020969223	1.521513052	0.082871549	4.350432354	NA	0.405010286	NA	27.68262635
"7D, V1-"	2024	V-	V	7D	3	control	noindirect	0	0	1	w12	0.032724669	1.746116375	0.271341172	4.185403825	5.716088693	9.234447761	3.692795275	0.420653606	0.222685234	0.246258626	0.197684496	1.814877122	1.674758529	0.591549229	0.916669767	0.533345838	2.687783386	1.004178808	43.78257199	20.53448198	12.28195347	33.32856554	3.545101909	0.260640461	0.244267478	0.027875501	0.141451585	6.73E-03	1.02E-02	0.103307972	7.24E-02	1.22E-02	1.542163558	1.91E-03	0.077207407	NA	1.48E-03	0.010976459	0.781058295	0.052824208	0.665673709	NA	0.228466375	NA	21.94270218
"7D, V1+"	2024	V+	V	7D	3	control	nodirect	0	0	0	w12	0.006511484	1.774386845	2.187540845	36.38202272	5.241802313	6.475257993	7.077299273	1.348799003	0.556725106	0.264963838	0.230784847	1.961983458	2.378501326	0.973005048	1.829257846	1.386780827	1.544923319	0.773813855	55.264027	19.31803562	7.559954267	32.59278642	4.300209349	0.741130659	0.475862284	0.040271249	0.268776504	7.57E-03	7.96E-03	0.102091622	7.06E-02	1.63E-02	1.676962008	NA	0.027600979	NA	3.76E-03	0.009713538	1.014119631	0.061969931	2.641873625	3.19E-03	0.190368649	NA	31.43709693
"7D, W1+"	2024	W+	W	7D	3	control	nodirect	0	0	0	w12	0.021816446	1.743502263	0.638660355	21.61394328	4.974792449	9.397297907	8.19311044	0.484617975	0.271837443	0.300703619	0.280943008	1.849436952	1.726988023	0.458946459	1.014984815	0.965804832	2.125519188	0.967371215	35.53558087	15.5110748	7.918499474	24.21377158	3.29919317	0.428973077	0.306485347	0.029541617	0.140587158	6.57E-03	6.86E-03	5.39E-02	7.25E-02	4.69E-03	1.663267357	NA	0.018159153	NA	4.58E-03	0.004424636	1.320333013	0.070112444	1.326547592	NA	0.286972284	NA	25.81889617
"7D, X1-"	2024	X-	X	7D	3	control	noindirect	0	0	1	w12	0.039236153	1.605163073	2.887243007	32.33362494	4.06155488	6.636377547	6.284406613	1.78326579	0.724641624	0.365607469	0.32156729	2.710630394	2.686667998	1.095133906	2.539301175	1.683707237	1.529679887	0.681137952	55.82304112	21.01037784	8.715323799	38.12291509	5.306072243	1.036797361	0.646244042	0.033868071	0.40004907	9.98E-03	1.00E-02	0.146580673	0.417202157	2.93E-02	1.621956412	NA	0.027904072	3.02E-04	3.78E-03	0.021900497	0.91243605	0.060490109	3.575989856	8.55E-03	0.415779945	NA	31.90153046
