name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Caulerpa verticillata	177082	S	139	9	148	0.00008
Caulerpa manorensis	717648	S	134	75	209	0.00012
Caulerpa lentillifera	148947	S	88	4	92	0.00005
Caulerpa cliftonii	1004391	S	39	1	40	0.00002
Caulerpa racemosa	76317	S	22	8	30	0.00002
Caulerpa ashmeadii	177078	S	15	1	16	0.00001
Boodleopsis pusilla	381415	S	109	8	117	0.00006
Boodleopsis sp. H.0758	2320802	S	85	9	94	0.00005
Rhipilia penicilloides	1979422	S	62	4	66	0.00004
Tydemania expeditionis	325645	S	82	8	90	0.00005
Udotea flabellum	170437	S	31	8	39	0.00002
Glaukea argentea	2894057	S	13	3	16	0.00001
Callipsygma wilsonis	2320807	S	70	3	73	0.00004
Pseudocodium devriesii	453070	S	10	1	11	0.00001
Ostreobium quekettii	121088	S	58	1	59	0.00003
Trentepohlia odorata	2576626	S	18	0	18	0.00001
Oltmannsiellopsis viridis	51324	S	267	67	334	0.00018
Micromonas commoda	296587	S	5433	538	5971	0.00330
Micromonas pusilla	38833	S	4358	247	4605	0.00254
Ostreococcus sp. 'lucimarinus'	242159	S	1032	142	1174	0.00065
Ostreococcus tauri	70448	S	953	130	1083	0.00060
Bathycoccus prasinos	41875	S	519	24	543	0.00030
Monomastix sp. OKE-1	141716	S	185	18	203	0.00011
Microrhizoidea pickettheapsiorum	2604950	S	41	11	52	0.00003
Chloropicon roscoffensis	1461544	S	129	120	249	0.00014
Chloropicon mariensis	1606511	S	108	88	196	0.00011
Chloropicon laureae	464258	S	54	48	102	0.00006
Chloropicon maureeniae	1461542	S	43	16	59	0.00003
Chloropicon primus	1764295	S	40	19	59	0.00003
Chloropicon sieburthii	1764286	S	39	41	80	0.00004
Chloroparvula pacifica	1883388	S	79	100	179	0.00010
Chloroparvula japonica	1411623	S	22	12	34	0.00002
Cymbomonas tetramitiformis	36881	S	299	131	430	0.00024
Pyramimonas parkeae	36894	S	253	166	419	0.00023
Pedinomonas minor	3159	S	226	190	416	0.00023
Pedinomonas tuberculata	160064	S	149	81	230	0.00013
Nephroselmis olivacea	31312	S	174	38	212	0.00012
Nephroselmis astigmatica	259378	S	35	18	53	0.00003
Nephroselmis pyriformis	156128	S	22	17	39	0.00002
Pycnococcus provasolii	41880	S	179	24	203	0.00011
Picocystis salinarum	88271	S	162	84	246	0.00014
Palmophyllum crassum	1615899	S	76	14	90	0.00005
Prasinoderma coloniale	156133	S	214	51	265	0.00015
Cyanidioschyzon merolae	45157	S	687	0	687	0.00038
